GeneID	pearson_corr	Best.hit.arabi.name	arabi.symbol	arabi.defline
Sobic.001G375700	0.798533734	AT3G49430.2	SRp34a	SER/ARG-rich protein 34A
Sobic.008G179900	0.798493439	AT4G14880.1	"ATCYS-3A,CYTACS1,OASA1,OLD3"	O-acetylserine (thiol) lyase (OAS-TL) isoform A1
Sobic.008G179900	0.798493439	AT4G14880.2	"ATCYS-3A,CYTACS1,OASA1,OLD3"	O-acetylserine (thiol) lyase (OAS-TL) isoform A1
Sobic.003G356200	0.798487993	AT5G02030.1	"BLH9,BLR,HB-6,LSN,PNY,RPL,VAN"	POX (plant homeobox) family protein
Sobic.006G021250	0.798475421			
Sobic.002G182000	0.798471156	AT5G56900.2		CwfJ-like family protein / zinc finger (CCCH-type) family protein
Sobic.006G264000	0.79845311	AT1G08190.1	"ATVAM2,ATVPS41,VAM2,VPS41,ZIP2"	vacuolar protein sorting 41
Sobic.004G129600	0.798450965			
Sobic.007G115900	0.798440906	AT3G11890.2		Sterile alpha motif (SAM) domain-containing protein
Sobic.002G296400	0.798434817	AT5G60870.1		Regulator of chromosome condensation (RCC1) family protein
Sobic.001G078500	0.798432619	AT1G47310.1		
Sobic.004G119500	0.798420629	AT3G24590.1	PLSP1	plastidic type i signal peptidase 1
Sobic.009G183200	0.79838229	AT2G41560.1	ACA4	"autoinhibited Ca(2+)-ATPase, isoform 4"
Sobic.003G421100	0.798315576	AT2G41510.1	"ATCKX1,CKX1"	cytokinin oxidase/dehydrogenase 1
Sobic.004G316900	0.798303576	AT3G13970.1	"APG12,APG12B"	Ubiquitin-like superfamily protein
Sobic.007G132400	0.798269926	AT5G37720.1	ALY4	ALWAYS EARLY 4
Sobic.005G194400	0.798262377	ATCG00490.1		ribulose-bisphosphate carboxylases
Sobic.001G107600	0.798214759	AT4G31770.1	"ATDBR1,DBR1"	debranching enzyme 1
Sobic.001G078800	0.798173854	AT4G33950.1	"ATOST1,OST1,P44,SNRK2-6,SNRK2.6,SRK2E"	Protein kinase superfamily protein
Sobic.004G263600	0.798146456	AT2G01440.1		DEAD/DEAH box RNA helicase family protein 
Sobic.009G255900	0.798141352	AT1G17550.1	HAB2	homology to ABI2
Sobic.010G191100	0.798135157	AT2G42300.1		basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sobic.009G215800	0.798118535			
Sobic.004G271900	0.798049079	AT4G37880.1		LisH/CRA/RING-U-box domains-containing protein
Sobic.001G504200	0.798030144	AT2G36810.1		ARM repeat superfamily protein
Sobic.005G128100	0.797956335	AT4G25050.1	ACP4	acyl carrier protein 4
Sobic.003G238700	0.797931252	AT1G28600.1		GDSL-like Lipase/Acylhydrolase superfamily protein
Sobic.001G202266	0.797824496	AT3G48880.2		RNI-like superfamily protein
Sobic.007G184700	0.797801182	AT1G08760.1		Plant protein of unknown function (DUF936)
Sobic.001G031900	0.797764067	AT1G07410.1	"ATRAB-A2B,ATRABA2B,RAB-A2B,RABA2b"	RAB GTPase homolog A2B
Sobic.009G235900	0.797722741	AT1G75220.1		Major facilitator superfamily protein
Sobic.005G087900	0.797716946	AT5G49900.1		"Beta-glucosidase, GBA2 type family protein"
Sobic.001G081200	0.797699301	AT1G04950.3	"ATTAF6,TAF6,TAFII59"	TATA BOX ASSOCIATED FACTOR II 59
Sobic.001G081200	0.797699301	AT1G04950.2	"ATTAF6,TAF6,TAFII59"	TATA BOX ASSOCIATED FACTOR II 59
Sobic.001G029200	0.797672505	AT1G07230.1	NPC1	non-specific phospholipase C1
Sobic.001G313900	0.797637238	AT5G22400.1		Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
Sobic.007G213000	0.797616228	AT5G55500.1	"ATXYLT,XYLT"	"beta-1,2-xylosyltransferase"
Sobic.002G181200	0.797593835	AT4G10890.1		
Sobic.010G205200	0.79757242	AT5G34850.1	"ATPAP26,PAP26"	purple acid phosphatase 26
Sobic.001G105700	0.79756883	AT3G49725.1		"GTP-binding protein, HflX"
Sobic.006G252200	0.797565478	AT5G05780.1	"AE3,ATHMOV34,RPN8A"	RP non-ATPase subunit 8A
Sobic.001G300600	0.797526986			
Sobic.006G037700	0.79747085	AT2G01460.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.003G134700	0.797449376	AT5G07710.1		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Sobic.007G075400	0.797411611	AT5G52230.1	MBD13	methyl-CPG-binding domain protein 13
Sobic.007G075400	0.797411611	AT5G52230.2	MBD13	methyl-CPG-binding domain protein 13
Sobic.004G293700	0.797407907	AT3G03490.1	"AtPEX19-1,PEX19-1"	peroxin 19-1
Sobic.009G126300	0.797315037	AT5G13530.1	KEG	protein kinases;ubiquitin-protein ligases
Sobic.006G136200	0.797314962	AT5G10810.1	"ATER,ER"	"enhancer of rudimentary protein, putative"
Sobic.010G219500	0.797301768	AT5G45680.1	"ATFKBP13,FKBP13"	FK506-binding protein 13
Sobic.003G338100	0.797286023	AT2G40660.1		"Nucleic acid-binding, OB-fold-like protein"
Sobic.001G388200	0.797229449	AT3G03610.1		ELMO/CED-12 family protein
Sobic.008G115000	0.797221568	AT3G24440.1	"VIL1,VRN5"	Fibronectin type III domain-containing protein
Sobic.002G133400	0.797159827	AT5G03730.1	"AtCTR1,CTR1,SIS1"	Protein kinase superfamily protein
Sobic.009G246950	0.7971289	AT5G66010.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.010G080200	0.797124548	AT1G09580.1		emp24/gp25L/p24 family/GOLD family protein
Sobic.009G112300	0.797106141	AT1G49350.1		pfkB-like carbohydrate kinase family protein
Sobic.006G273200	0.797000293	AT1G63500.1		Protein kinase protein with tetratricopeptide repeat domain
Sobic.010G238100	0.796985813	AT5G67210.1		Protein of unknown function (DUF579)
Sobic.003G435600	0.796984703	AT3G52950.2		CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein
Sobic.003G435600	0.796984703	AT3G52950.1		CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein
Sobic.010G171100	0.796949637	AT3G13224.2		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G437100	0.796920734	AT3G60850.1		
Sobic.007G046200	0.796901364	AT1G79730.1	ELF7	hydroxyproline-rich glycoprotein family protein
Sobic.004G167600	0.796895171	AT2G37340.1	"ATRSZ33,RSZ33"	arginine/serine-rich zinc knuckle-containing protein 33
Sobic.006G109700	0.79686876	AT4G04210.1	PUX4	plant UBX domain containing protein 4
Sobic.008G088600	0.79686549	AT2G01640.1		
Sobic.002G311100	0.796827801	AT2G20650.1		RING/U-box superfamily protein
Sobic.002G311100	0.796827801	AT2G20650.2		RING/U-box superfamily protein
Sobic.001G360600	0.796801859	AT1G56700.1		"Peptidase C15, pyroglutamyl peptidase I-like"
Sobic.003G152700	0.796779209	AT5G30490.2		
Sobic.008G004300	0.796769008	AT5G05520.1		Outer membrane OMP85 family protein
Sobic.006G180000	0.796760046	AT1G51740.1	"ATSYP81,ATUFE1,SYP81,UFE1"	syntaxin of plants 81
Sobic.002G429700	0.796745736	AT2G38280.2	"ATAMPD,FAC1"	"AMP deaminase, putative / myoadenylate deaminase, putative"
Sobic.007G108100	0.796729929	AT4G02450.1		HSP20-like chaperones superfamily protein
Sobic.010G087400	0.796678452	AT1G22460.1		O-fucosyltransferase family protein
Sobic.004G182500	0.796634948	AT3G25530.1	"ATGHBDH,GHBDH,GLYR1,GR1"	glyoxylate reductase 1
Sobic.003G055700	0.796632646	AT3G51730.1		saposin B domain-containing protein
Sobic.003G435500	0.796599823	AT1G22060.1		
Sobic.004G072200	0.796591157	AT3G01435.1		Expressed protein
Sobic.001G356600	0.796532452	AT5G15270.2		RNA-binding KH domain-containing protein
Sobic.002G209400	0.796453111	AT4G31720.1	"STG1,TAF10,TAFII15"	TBP-associated factor II 15
Sobic.004G185900	0.796445539	AT1G77810.2		Galactosyltransferase family protein
Sobic.009G239900	0.796420932	AT3G58610.2		ketol-acid reductoisomerase
Sobic.004G032500	0.796404925	AT2G36330.1		Uncharacterised protein family (UPF0497)
Sobic.001G003100	0.796392055	AT2G28000.1	"CH-CPN60A,CPN60A,SLP"	chaperonin-60alpha
Sobic.010G079850	0.796381361			
Sobic.009G084900	0.796189708	AT5G11560.1		catalytics
Sobic.001G541100	0.796146318	AT4G30600.1		signal recognition particle receptor alpha subunit family protein
Sobic.001G216200	0.796088601	AT1G17880.1	"ATBTF3,BTF3"	basic transcription factor 3
Sobic.003G382100	0.796042608	AT3G42790.1	AL3	alfin-like 3
Sobic.001G265600	0.796017712	AT3G17940.1		Galactose mutarotase-like superfamily protein
Sobic.001G096100	0.796015242	AT1G10590.3		"Nucleic acid-binding, OB-fold-like protein"
Sobic.003G039000	0.796013677	AT3G07140.2		GPI transamidase component Gpi16 subunit family protein
Sobic.002G235200	0.795999624	AT1G76280.3		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.002G235200	0.795999624	AT1G76280.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.010G034100	0.795995962	AT5G39900.1		Small GTP-binding protein
Sobic.002G046300	0.795992372	AT1G60640.2		
Sobic.006G184100	0.795970801	AT4G00750.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.004G344700	0.795962615	AT1G04555.1		
Sobic.009G210000	0.79594473	AT5G53350.1	CLPX	CLP protease regulatory subunit X
Sobic.006G216800	0.795895432	AT1G03000.1	PEX6	peroxin 6
Sobic.006G232600	0.795869536	AT4G14210.1	"PDE226,PDS,PDS3"	phytoene desaturase 3
Sobic.003G220600	0.79586131	AT2G19830.1	"SNF7.2,VPS32"	SNF7 family protein
Sobic.002G067100	0.795848411	AT3G07810.2		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G283200	0.795802008	AT4G19006.1		Proteasome component (PCI) domain protein
Sobic.003G158400	0.795796919	AT5G27840.1	TOPP8	Calcineurin-like metallo-phosphoesterase superfamily protein
Sobic.006G008400	0.795773992	AT4G34215.2		Domain of unknown function (DUF303) 
Sobic.005G044300	0.795751804	AT5G52340.1	"ATEXO70A2,EXO70A2"	exocyst subunit exo70 family protein A2
Sobic.008G192700	0.795698662	AT1G24764.1	"ATMAP70-2,MAP70-2"	microtubule-associated proteins 70-2
Sobic.006G186400	0.795654933	AT1G01930.1		zinc finger protein-related
Sobic.007G116950	0.79564172	AT3G01480.1	"ATCYP38,CYP38"	cyclophilin 38
Sobic.001G193100	0.795598888	AT5G41950.1		Tetratricopeptide repeat (TPR)-like superfamily protein
Sobic.004G229000	0.795556629	AT5G10350.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.001G043100	0.795540133	AT1G13120.1	emb1745	embryo defective 1745
Sobic.006G048775	0.795537134	AT3G12340.1		FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Sobic.006G274600	0.795494583	AT5G03540.1	"ATEXO70A1,EXO70A1"	exocyst subunit exo70 family protein A1
Sobic.006G029800	0.795466176	AT1G08110.4		lactoylglutathione lyase family protein / glyoxalase I family protein
Sobic.001G329100	0.795441989	AT5G21090.1		Leucine-rich repeat (LRR) family protein
Sobic.006G032900	0.795424539	AT4G30900.1		DNAse I-like superfamily protein
Sobic.002G209600	0.795422152	AT5G10690.1		pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein
Sobic.003G185200	0.795336908	AT3G57340.2		"Heat shock protein DnaJ, N-terminal with domain of unknown function (DUF1977)"
Sobic.006G265000	0.795325141	AT5G16370.1	AAE5	acyl activating enzyme 5
Sobic.002G222900	0.795324547	AT1G36980.1		
Sobic.009G003700	0.795293377	AT1G48410.1	AGO1	Stabilizer of iron transporter SufD / Polynucleotidyl transferase
Sobic.002G277600	0.795280572	AT2G21150.1	XCT	XAP5 family protein
Sobic.001G355600	0.795265173	AT3G47640.2	PYE	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sobic.001G355600	0.795265173	AT3G47640.1	PYE	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Sobic.009G227700	0.795244745	AT3G15180.1		ARM repeat superfamily protein
Sobic.003G366600	0.795218076	AT5G49690.1		UDP-Glycosyltransferase superfamily protein
Sobic.006G083400	0.795176011	AT1G35620.1	"ATPDI8,ATPDIL5-2,PDI8,PDIL5-2"	PDI-like 5-2
Sobic.007G116700	0.795163518	AT1G23740.1		"Oxidoreductase, zinc-binding dehydrogenase family protein"
Sobic.003G140000	0.795148666	AT1G02500.1	"AtSAM1,MAT1,SAM-1,SAM1"	S-adenosylmethionine synthetase 1
Sobic.010G228700	0.795148519	AT1G30460.1	"ATCPSF30,CPSF30"	cleavage and polyadenylation specificity factor 30
Sobic.007G141100	0.795117596	AT5G58005.1		"Cytochrome c oxidase, subunit Vib family protein"
Sobic.005G160400	0.795104581	AT5G22000.1	RHF2A	RING-H2 group F2A
Sobic.005G160400	0.795104581	AT5G22000.3	RHF2A	RING-H2 group F2A
Sobic.002G179900	0.795090951	AT3G47780.1	"ATATH6,ATH6"	ABC2 homolog 6
Sobic.001G532700	0.795074982	AT5G24320.1		Transducin/WD40 repeat-like superfamily protein
Sobic.001G404100	0.79504974	AT2G40290.1		Eukaryotic translation initiation factor 2 subunit 1
Sobic.004G027200	0.795048245	AT5G25530.1		DNAJ heat shock family protein
Sobic.003G287100	0.795040562	AT3G02280.1		Flavodoxin family protein
Sobic.006G124700	0.795018513	ATCG00770.1		ribosomal protein S8
Sobic.010G168301	0.795013123			
Sobic.002G180300	0.795003351	AT3G01280.1	"ATVDAC1,VDAC1"	voltage dependent anion channel 1
Sobic.001G432300	0.794986892	AT4G26900.1	"AT-HF,HISN4"	HIS HF
Sobic.001G148200	0.794981921	AT4G26370.1		antitermination NusB domain-containing protein
Sobic.006G110200	0.794962469	AT3G01370.1	"ATCFM2,CFM2"	CRM family member 2
Sobic.001G389800	0.794944185	AT3G10740.1	"ARAF,ARAF1,ASD1,ATASD1"	alpha-L-arabinofuranosidase 1
Sobic.002G180666	0.79492983			
Sobic.004G130100	0.794921125	AT2G36060.1	"MMZ3,UEV1C"	MMS ZWEI homologue 3
Sobic.002G407000	0.794873274	AT2G40840.1	DPE2	disproportionating enzyme 2
Sobic.010G115900	0.794836931	AT2G03590.1	"ATUPS1,UPS1"	ureide permease 1
Sobic.009G136300	0.794778882	AT5G16080.1	"AtCXE17,CXE17"	carboxyesterase 17
Sobic.009G042200	0.7946619	AT2G47940.1	DEGP2	DEGP protease 2
Sobic.005G096000	0.794625734	AT3G07040.1	"RPM1,RPS3"	NB-ARC domain-containing disease resistance protein
Sobic.004G007600	0.794582415	AT3G18180.1		Glycosyltransferase family 61 protein
Sobic.003G119600	0.794564385	AT1G75400.1		RING/U-box superfamily protein
Sobic.003G401600	0.79448569	AT1G24706.1	"AtTHO2,THO2"	THO2
Sobic.001G041700	0.794461947			
Sobic.006G187100	0.794437832	AT2G21270.3	UFD1	ubiquitin fusion degradation 1
Sobic.007G030800	0.794402429	AT3G07060.1	emb1974	NHL domain-containing protein
Sobic.008G171300	0.794374555	AT3G63410.1	"APG1,E37,IEP37,VTE3"	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sobic.002G134600	0.794364333	AT3G10770.1		Single-stranded nucleic acid binding R3H protein
Sobic.004G058700	0.79435029	AT1G79430.2	"APL,WDY"	Homeodomain-like superfamily protein
Sobic.001G072500	0.794277333	AT1G24706.1	"AtTHO2,THO2"	THO2
Sobic.009G238800	0.794266946	AT1G64385.1		
Sobic.003G093300	0.794265592			
Sobic.006G251000	0.794236138	AT3G13530.1	"MAP3KE1,MAPKKK7"	mitogen-activated protein kinase kinase kinase 7
Sobic.002G042500	0.794231513	AT5G16715.1	EMB2247	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Sobic.010G190700	0.794205713	AT5G12950.1		Putative glycosyl hydrolase of unknown function (DUF1680)
Sobic.006G265200	0.794197221	AT5G23110.1		"Zinc finger, C3HC4 type (RING finger) family protein"
Sobic.008G065932	0.794187463			
Sobic.009G011500	0.794160153	AT3G48210.1		
Sobic.001G275300	0.794157542	AT1G31360.1	"ATRECQ2,MED34,RECQL2"	RECQ helicase L2
Sobic.002G387500	0.794124253	AT1G16280.1	"AtRH36,RH36,SWA3"	RNA helicase 36
Sobic.002G043000	0.794002117	AT4G20910.2	"CRM2,HEN1"	double-stranded RNA binding protein-related / DsRBD protein-related
Sobic.003G038100	0.793984938	AT1G25350.1	OVA9	"glutamine-tRNA ligase, putative / glutaminyl-tRNA synthetase, putative / GlnRS, putative"
Sobic.002G181450	0.793964476			
Sobic.002G083900	0.793949181	AT5G02530.1		RNA-binding (RRM/RBD/RNP motifs) family protein
Sobic.009G087800	0.793940836	AT3G61790.1		Protein with RING/U-box and TRAF-like domains
Sobic.003G151500	0.793915069	AT1G23400.1	"ATCAF2,CAF2"	RNA-binding CRS1 / YhbY (CRM) domain-containing protein
Sobic.007G221600	0.793888897	AT5G47750.1	"D6PKL2,PK5"	D6 protein kinase like 2
Sobic.003G253400	0.793886884	AT1G04790.1		RING/U-box superfamily protein
Sobic.007G074600	0.79384864	AT1G17680.1		tetratricopeptide repeat (TPR)-containing protein
Sobic.007G074600	0.79384864	AT1G17680.2		tetratricopeptide repeat (TPR)-containing protein
Sobic.009G212200	0.793841213	AT1G76200.1		
Sobic.002G368400	0.79383646	AT2G37410.1	"ATTIM17-2,TIM17,TIM17-2"	translocase inner membrane subunit 17-2
Sobic.002G137000	0.793806174	AT2G45910.1		U-box domain-containing protein kinase family protein
Sobic.007G042400	0.793752881	AT4G38120.1		ARM repeat superfamily protein
Sobic.002G105200	0.793743085	AT3G26020.2		Protein phosphatase 2A regulatory B subunit family protein
Sobic.002G105200	0.793743085	AT3G26020.1		Protein phosphatase 2A regulatory B subunit family protein
Sobic.007G112000	0.793691783			
Sobic.005G016100	0.793663467			
Sobic.002G408200	0.793635015	AT3G10380.1	"ATSEC8,SEC8"	subunit of exocyst complex 8
Sobic.008G143700	0.793633113	AT1G47240.1	"ATNRAMP2,NRAMP2"	NRAMP metal ion transporter 2
Sobic.003G311900	0.793624811	AT3G03940.1		Protein kinase family protein
Sobic.006G141500	0.793608381	AT5G01350.1		
Sobic.001G097200	0.793587951	AT1G50030.1	TOR	target of rapamycin
Sobic.009G083900	0.793584216	AT4G19020.1	CMT2	chromomethylase 2
Sobic.001G198900	0.793542972	AT5G51510.1		
Sobic.006G125700	0.793516336	AT5G50310.1		Galactose oxidase/kelch repeat superfamily protein
Sobic.008G034200	0.793515267	AT4G12080.1	"AHL1,ATAHL1"	AT-hook motif nuclear-localized protein 1
Sobic.004G290000	0.793480733	AT4G20850.1	TPP2	tripeptidyl peptidase ii
Sobic.002G203200	0.793467324			
Sobic.005G036500	0.793429101	AT3G44610.1		Protein kinase superfamily protein
Sobic.004G226500	0.793316602	AT5G24760.1		GroES-like zinc-binding dehydrogenase family protein
Sobic.001G193200	0.793305641	AT5G53560.1	"ATB5-A,ATCB5-E,B5 #2,CB5-E"	cytochrome B5 isoform E
Sobic.002G202300	0.793296397	AT1G15880.1	"atgos11,GOS11"	golgi snare 11
Sobic.001G113800	0.79321531	AT1G66150.1	TMK1	transmembrane kinase 1
Sobic.007G144000	0.793157093	AT2G18650.1	MEE16	RING/U-box superfamily protein
Sobic.004G248600	0.793139384	AT1G23230.2		
Sobic.009G051500	0.793133084	AT2G25920.1		
Sobic.001G519000	0.793125363	AT2G02050.1		"NADH-ubiquinone oxidoreductase B18 subunit, putative"
Sobic.003G122400	0.79309979	AT5G04910.1		
Sobic.006G040800	0.79307442	AT4G31440.1		
Sobic.001G047000	0.793058586	AT1G55340.1		Protein of unknown function (DUF1639)
Sobic.009G260800	0.793018461			
Sobic.002G274700	0.792997246	AT3G61130.1	"GAUT1,LGT1"	galacturonosyltransferase 1
Sobic.009G042100	0.792959481	AT5G17930.1		MIF4G domain-containing protein / MA3 domain-containing protein
Sobic.001G145500	0.792946879	AT1G51160.2		SNARE-like superfamily protein
Sobic.009G212000	0.792930825	AT1G71720.1		Nucleic acid-binding proteins superfamily
Sobic.003G439800	0.792908405	AT5G22120.1		
Sobic.001G119900	0.79282579	AT1G28180.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sobic.003G286500	0.79281228	AT4G13260.1	YUC2	Flavin-binding monooxygenase family protein
Sobic.003G444500	0.792782667	AT2G39670.1		Radical SAM superfamily protein
Sobic.004G301200	0.792779355	AT3G51150.2		ATP binding microtubule motor family protein
Sobic.005G110499	0.792723236	AT3G23660.1		Sec23/Sec24 protein transport family protein
Sobic.008G156400	0.792618496	AT5G16110.1		
Sobic.002G127200	0.792616258	AT5G47510.1		Sec14p-like phosphatidylinositol transfer family protein
Sobic.010G268100	0.792614893	AT1G76050.2		Pseudouridine synthase family protein
Sobic.010G268100	0.792614893	AT1G76050.1		Pseudouridine synthase family protein
Sobic.004G329300	0.792608393	AT2G24200.1		Cytosol aminopeptidase family protein
Sobic.002G242600	0.792607859	AT2G33180.1		
Sobic.001G434700	0.792602517	AT1G31910.1		GHMP kinase family protein
Sobic.010G013300	0.792559178	AT5G20660.1		Zn-dependent exopeptidases superfamily protein
Sobic.005G015450	0.792548822	AT5G24910.1	CYP714A1	"cytochrome P450, family 714, subfamily A, polypeptide 1"
Sobic.008G128600	0.792548389	AT4G02080.1	"ASAR1,ATSAR2,ATSARA1C,SAR2"	secretion-associated RAS super family 2
Sobic.003G442400	0.792526241	AT4G18040.1	"AT.EIF4E1,CUM1,EIF4E,eIF4E1"	eukaryotic translation initiation factor 4E
Sobic.004G357300	0.7925051	AT3G19810.1		Protein of unknown function (DUF177)
Sobic.003G106000	0.792477683	AT1G52310.1		protein kinase family protein / C-type lectin domain-containing protein
Sobic.001G222600	0.792465575	AT3G23490.1	CYN	cyanase
Sobic.010G090900	0.792441725	AT1G22050.1	MUB6	membrane-anchored ubiquitin-fold protein 6 precursor
Sobic.010G213200	0.792429281	AT2G43770.1		Transducin/WD40 repeat-like superfamily protein
Sobic.004G181600	0.792398826	AT5G57580.1		Calmodulin-binding protein
Sobic.001G104300	0.792351187	AT1G50000.1		methyltransferases
